homolog_ID,cluster
A0AA39ZL49_9PEZI/28-459,86
A0AAE0C3I2_9CHLO/841-1272,87
A0AAE0JG53_9PEZI/7-438,88
A0A1Z4EF36_9MYCO/22-453,89
A0A7I7Y9X7_9MYCO/57-488,90
A0A2J7PQR3_9NEOP/74-505,91
A0A8C4X063_EPTBU/104-534,92
A0AAD3CY22_9STRA/652-1082,93
A0A9P4I6L6_9PEZI/16-446,94
A0A5J9T8R0_9POAL/480-910,95
A0A1X1UML3_9MYCO/1-431,96
B2HIR8_MYCMM/15-445,97
A0AAD5XKZ7_9FUNG/65-495,98
K0SY25_THAOC/823-1253,99
A0A9P4NU64_9PEZI/8-438,100
Q1K8J5_NEUCR/7-437,101
A0A317XHU5_9BASI/11-441,102
A0A9J7M580_BRAFL/91-521,103
A0A7I8LGZ9_SPIIN/477-907,104
A0A067PI60_9AGAM/13-442,105
A0A5C3MKX2_9AGAM/14-443,106
A0A8K0ACX0_BRALA/91-520,103
A0A2Z2NZD9_9GAMM/21-450,107
A0A7W9QDM9_9ACTN/14-442,108
A0A9R1BS46_TRITD/463-891,109
A0A8B7FXJ6_MICMU/110-538,110
H0XNT9_OTOGA/111-539,110
A0A2C9UBN2_MANES/480-908,111
A0A3B6RP45_WHEAT/481-909,109
A0A7Y8WVQ2_9ACTN/1-429,112
A0A812JFE4_9DINO/43-471,113
LACTB_HUMAN/111-539,110
U7PJY8_SPOS1/5-433,114
A0A067RHX5_ZOONE/77-505,115
G1RNM5_NOMLE/111-539,110
A0A9P1CAL1_9DINO/71-499,116
A0A067PIK7_9AGAM/17-445,117
A0A5C3ML84_9AGAM/14-442,118
F7HWW5_CALJA/106-534,110
A0A9R0ZLJ7_TRITD/479-907,109
A0A8C8YUQ0_PROSS/110-538,110
A0A9R1BS56_TRITD/481-909,109
A0A165QL46_9AGAM/7-434,119
A0A2T7PS94_POMCA/63-490,120
A0AA89C5I1_PINIB/93-520,121
A0A101ARK4_9MYCO/75-502,122
A0A9P1M6N7_9DINO/35-462,123
A0A9W7L7R0_9STRA/48-475,124
A0A8I6YQW1_HORVV/480-907,109
A0A165VKM3_9AGAM/14-441,125
A0A067PTJ6_9AGAM/15-442,126
A0AAD2PU76_9STRA/745-1172,127
S7RQM8_GLOTA/7-434,128
A0AAE0SUT1_9BIVA/159-585,129
L2F633_9GAMM/18-444,130
A0A6P7MQH8_BETSP/111-537,131
A0A9W8MA95_9AGAR/12-438,132
A0AB34IWV6_PRYPA/1098-1524,133
K9E0Z9_9BACE/623-1048,134
A0AAD9N5Y6_9ANNE/125-550,135
A0A670Z3H7_PSETE/74-499,136
A0A1A3BP17_9MYCO/49-474,137
A0A166R7U7_9AGAM/6-431,138
A0A4Q2DCU0_9AGAR/12-437,132
A0AA36IU99_9DINO/21-446,139
A0A9W8MBS7_9AGAR/12-437,132
A0A9R0ZLF5_TRITD/425-850,109
A0A8J1UIA7_OWEFU/89-514,140
A0A830HK93_9CHLO/85-510,141
A0A8C5WYZ0_LATLA/72-497,136
A0A6J1VDD7_9SAUR/74-499,136
A0A9P4IJS2_9PEZI/12-436,142
A0A6P9B9V7_PANGU/78-502,136
A0A177CHV9_9PLEO/5-429,143
A0AAD8R381_LOLMU/480-904,144
A0A9P6GL44_9PLEO/5-429,143
I1GWP3_BRADI/480-904,145
H0Z3J6_TAEGU/75-499,146
A0A0D1J6E6_9MYCO/13-437,147
A0A6P8F8N6_CLUHA/118-542,148
A0A091V4E5_PHORB/1-425,146
A0A087QRW3_APTFO/1-425,146
A0A6A5SSQ0_9PLEO/17-440,149
A0A3N5Y9S4_9ALTE/24-447,150
A0A6P3W478_CLUHA/120-543,148
A0A6L2PS67_COPFO/82-505,151
A0A9P3A448_9TREE/58-481,152
A0A1X2EE42_9MYCO/13-436,153
A0A3P9NSB4_POERE/101-524,154
A0AAE0MSP6_9PEZI/8-431,155
A0A9P5MFQ1_9AGAM/20-443,156
A0A9P3A510_9TREE/12-435,157
A0A1X1RJJ0_MYCFA/18-441,158
M3ZLQ2_XIPMA/102-525,154
A0A087X9R9_POEFO/103-526,154
A0A8H6WPA0_9AGAR/12-435,159
A0A1E7LC06_9ACTN/14-436,160
A0A812ZA42_9DINO/24-446,161
A0A812UHY4_9DINO/29-451,162
A0A5J4YM95_PORPP/529-951,163
B2A7B9_NATTJ/68-490,164
A0A812GP97_9DINO/402-824,161
A0A8H3IQW7_9LECA/13-435,165
A0A1Q9EJA2_SYMMI/183-605,161
A0A6P7KB83_9TELE/112-534,166
G7CIA7_MYCT3/1-423,167
A0A9P9QI18_9PLEO/14-436,168
A0A9N9W0I6_9HYPO/4-426,169
A0AAD6HS29_9EURO/4-426,170
A0A812QWZ3_9DINO/24-446,161
A0A7Y9PK37_9BACT/563-985,171
A0A427YIG9_9TREE/14-436,157
A0A9W2XU88_BETSP/111-533,131
A0A5N5NFA2_PANHP/115-536,172
A0A2V1EC61_9PLEO/15-436,173
A0AAD7X227_9TELE/32-453,174
A0A4W5NVA4_9TELE/116-537,175
A0A6G0IYJ8_LARCR/113-534,176
A0A9P1BJV3_9DINO/29-450,177
A0A3Q2D5U5_CYPVA/98-519,178
A0A6P7KBK6_9TELE/109-530,166
A0A8H6YAZ2_9AGAR/14-435,179
A0A9P4PDI2_9PLEO/5-426,180
A0A8J2XDZ8_9MICO/94-514,181
A0A8J3SSJ9_9ACTN/26-446,182
A0A1V6R5Q4_9EURO/91-511,183
A0A1Y2AH19_9FUNG/52-472,184
A0A9Y4N0G1_9TELE/112-532,185
A0A3Q3B316_KRYMA/101-521,186
A0A0D2BUM2_9EURO/10-430,187
A0A5N5DLZ0_9PEZI/27-447,188
A0A1E3RX54_9MYCO/57-477,189
A0A1A2ZYP4_9MYCO/66-486,190
A0A671XSD1_SPAAU/108-528,176
A0A9W8MA95_9AGAR/437-857,191
A0A4W6C7P3_LATCA/116-536,176
A0A1S1NFF3_9MYCO/18-438,192
W9ASB1_MYCCO/49-469,193
A0A9Q0IF67_9TELE/115-535,194
A0A8T3E8F7_9TELE/117-537,195
A0A1Y0CDH7_9MYCO/57-477,196
A0A3S4S2Z8_MYCAU/66-486,197
A0A8H6ZE27_9AGAR/13-433,198
A0AA88NXR8_9TELE/112-532,199
A0A9D3NJX7_9TELE/109-529,200
A0A6A5F8B2_PERFL/115-534,176
A0A8C9YNX3_SANLU/115-534,176
A0A6J2UPB7_CHACN/123-542,201
A0A9W8C9Y3_TRIRA/112-531,202
A0A6A5X7F1_9PLEO/4-423,203
A0A132PPM6_9MYCO/26-445,204
A0A6J2UNQ6_CHACN/121-540,201
A0A6G1PF04_9TELE/114-533,205
A0A1E7JMT0_9ACTN/14-433,206
A0A1X0D077_9MYCO/18-437,207
A0A132T3N8_9MYCO/13-432,208
A0A6P5AQ30_BRABE/132-551,209
A0A430FP67_9BIFI/34-453,210
E8X1W4_GRATM/586-1005,211
A0A178BCZ3_9PLEO/16-435,212
A0A9W9FBR5_9EURO/4-423,213
A0A673IDN5_9TELE/112-531,214
A0A672IL12_SALFA/106-525,215
A0A5Q2VY63_9CELL/273-692,216
A0AAE0NRT8_SORBR/10-429,217
A0A9W9WHY6_9EURO/4-423,218
B1MM83_MYCA9/48-467,219
A0A0D2MDQ5_9CHLO/4-423,220
A0A8T9CL52_9HELO/10-429,221
A0A1V4A4X0_9ACTN/12-431,222
D8R155_SELML/622-1041,223
D8S1C6_SELML/429-848,223
A0A3Q3WIQ3_MOLML/112-531,224
A0A9W4U516_9PLEO/55-474,225
A0AA36IW15_9DINO/26-445,226
A0AAD5T1S0_9FUNG/66-484,227
A0A1L7WVF8_9HELO/6-424,228
A0A0D1ZJP1_9EURO/15-433,229
A0A4R8RBZ7_9MYCO/48-466,230
A0AA88SR65_CHASR/110-528,231
A0A0D2FM38_9EURO/4-422,232
A0A087CV12_9BIFI/5-423,233
A0A9D3M2V6_ANGAN/117-535,234
A0A9X2YLP4_9MYCO/66-484,235
A0A3S2UIP5_ORYJA/101-519,236
A0A3P8TMR0_AMPPE/107-525,185
A0A9N7TUZ7_PLEPL/103-521,237
A0A1S3KNW8_SALSA/116-534,175
A0A194WXS3_MOLSC/8-426,238
A0A918F9A8_AGRME/274-692,239
A0A3B5B4L0_9TELE/110-528,185
A0A9N8DX11_9STRA/23-441,240
A0A5J5D5U8_9PERO/115-533,241
A0A139I3J4_9PEZI/4-422,242
A0A178ZG01_9EURO/5-423,243
A0A8U1FCG3_SALNM/116-534,175
A0A4U5UH22_COLLU/54-472,176
A0A183ILD0_9BILA/400-818,244
F5YVP3_MYCSD/51-469,245
A0A7U2F4U0_PHANO/14-431,246
A0A3P9ABX3_ESOLU/103-520,247
A0A542E5G2_9MICO/25-442,248
A0AA88MDF6_TACVA/99-516,249
A0A8C7KPD0_ONCKI/114-531,175
A0A8C2WN34_CYCLU/115-532,241
A0A667Z695_9TELE/118-535,250
A0A6P8VGF2_GYMAC/135-552,251
A0A9N8F0V8_9STRA/23-440,252
W5JYU1_ASTMX/118-535,253
A0A8J2LCM5_9HEXA/72-489,254
A0A8C8FUL5_ONCTS/114-531,175
M2WIG1_DOTSN/4-421,255
A0A1L9SJC4_9EURO/16-433,256
A0A8U1FE80_SALNM/115-532,175
A0A1S3KNI6_SALSA/115-532,175
A0A7J6AIP7_AMEME/122-539,172
A0A060WDJ0_ONCMY/160-577,175
A0AA35SJV1_GEOBA/73-490,257
A0A9W8WVF3_9PLEO/18-435,258
A0A3P8UPA3_CYNSE/95-511,259
A0A8S4BIK3_9TELE/107-523,260
A0AA36HTT6_9DINO/67-483,38
A0A9P6Q8I3_9FUNG/89-505,261
A0A5C6PC09_9TELE/115-531,262
A0A6L4WXW5_9BIFI/5-421,263
A0A4Z2C8K2_9TELE/115-531,262
A0A1C6P6S2_9ACTN/26-442,264
A0A1Y2B6X8_9TREE/13-429,265
A0A8T2NKD4_9TELE/6-422,195
A0A8C5GHT4_GOUWI/43-459,266
A0A5C1YH61_9MICO/277-693,267
A0A3B5KMC6_TAKRU/115-531,262
A0A3Q3LDC0_9TELE/147-563,268
A0A7L5A9N5_9BACT/544-960,269
A0AAD5B244_SILAS/118-534,270
A0A4W6CDZ2_LATCA/164-580,176
A0A1Y2G4I0_9BASI/11-427,271
A0A8K0LG87_9PEZI/5-421,272
A0A9N8EW35_9STRA/23-439,273
A0A316UAM6_9BASI/9-425,274
A0AAD6B9I4_9TELE/336-752,251
A0A139ATI7_GONPJ/24-440,275
A0A5C6HK07_9BACT/599-1015,276
A0A7I7QR06_9MYCO/16-432,277
A0AA36HTQ0_9DINO/67-483,38
A0A0L0GBA1_9EUKA/66-482,278
A0AAD8C8I2_BIOPF/194-610,279
A0A3M7LWN0_9PLEO/18-434,280
A0A9W9D6R7_9PLEO/19-435,281
A0A7H8NC34_9ACTN/15-430,282
A0A8C7Y2E5_9TELE/101-516,283
A0A7D9IM87_PARCT/136-551,284
A0A9X2BY18_9PROT/51-466,285
A0A4Q0SX08_9BACT/544-959,286
A0A7D9EI14_PARCT/128-543,284
A0A5S9RBM2_MYCVN/10-425,287
A0A210PXS4_MIZYE/168-583,288
A0A2T3Z0Y0_TRIA4/25-440,289
A0A6P6JG04_CARAU/109-524,214
A0A3Q3FSX2_9LABR/104-519,290
A0A844YW94_9SPHN/13-428,291
A0A316UAI1_9BASI/31-446,292
A0A671T7X4_9TELE/111-526,214
A0A804JCY1_MUSAM/473-888,293
A0AAD1RMA4_PELCU/53-468,294
A0A8T0B6Q1_SILME/118-533,270
A0A553PBU2_TIGCA/16-430,295
A0A6P6JG00_CARAU/111-525,214
A0A7J6BJG6_9TELE/108-522,214
A0A674D7Z0_SALTR/115-529,175
A0A8C1D5Y5_CYPCA/110-524,199
A0A673IKK3_9TELE/108-522,214
A0AAD2JHJ8_9STRA/26-440,296
W1PXC4_AMBTC/479-893,297
S3C6Y7_OPHP1/7-421,298
A0A672SNF6_SINGR/108-522,214
A0AA38H8D8_9TREE/13-427,299
A0A1Y2G041_9BASI/89-503,300
A0A9P1DDZ9_9DINO/1-415,301
A0A9Q8Z9B6_CURCL/12-426,302
A0A8C1N7Z4_CYPCA/109-523,214
A0A652JZE3_9ACTN/16-430,303
H2LUK9_ORYLA/101-515,283
A0AAD9P5L3_RIDPI/69-483,304
A0A2U9BVZ8_SCOMX/8-422,305
A0A3Q1H3T0_9TELE/107-521,185
A0A9P1BJV4_9DINO/29-443,177
A0A7I7Y459_9MYCO/1-415,306
A0A238C0F0_9BILA/39-453,307
A0A8C5GHV8_GOUWI/13-427,266
A0A1I6MY87_9BACT/548-962,308
A0A1Y2G4K0_9BASI/14-428,309
A0A068YH88_ECHMU/42-456,310
A0AA39Y0T5_9PEZI/13-427,311
A0AA97KPC8_EUBMA/73-487,312
F7W5A7_SORMK/9-422,313
A0A3Q2WTK9_HAPBU/114-527,314
A0A2T0N8B7_9ACTN/10-423,315
A0AAD4FFU2_9PLEO/23-436,316
A0A0H5S5E6_BRUMA/39-452,317
A0A9P4HIK4_9PLEO/21-434,318
A0A369W041_9SPHN/28-441,319
R0KLR4_EXST2/18-431,320
H9GI47_ANOCA/138-551,321
A0A498DQF3_9ACTN/25-438,322
A0A9N8DW17_9STRA/38-451,323
G3P8X7_GASAC/98-511,324
A0A7G8BRS0_9BACT/550-963,325
A0A5S4GIZ6_9ACTN/10-423,326
A0A9Y6J955_9CICH/116-529,314
A0A6J2PUM7_COTGO/111-524,327
A0AAD9F396_DISEL/114-527,251
A0A8M3AWR6_DANRE/112-525,328
A0A3Q2VMJ5_HAPBU/114-527,314
A0A6J2PXS1_COTGO/114-527,327
A0A917HC29_9BACT/555-968,329
A0A178EL39_9PLEO/17-430,330
A0A3P9D630_9CICH/114-527,314
A0A239HNX7_9BACT/558-971,331
A0A9P6B8G6_9AGAM/6-419,332
M2U7L2_COCH5/16-429,333
A0AAE0UZU2_9TELE/1-414,200
A0A161TBU3_XYLHT/93-506,334
A0AB94IFN9_9BACI/277-690,335
A0A1B8QAQ4_9GAMM/10-423,336
A0A1C1CH11_9EURO/29-442,337
A0A6P8B3Q4_PYRGI/5-418,338
W6USC4_ECHGR/62-475,310
A0A9P9Q663_9PLEO/17-430,339
A0A484D385_PERFV/111-524,241
A0AAD9DP12_9TELE/406-819,340
A0A3B4FXG2_9CICH/114-527,314
A0A4W4G669_ELEEL/115-528,340
S3DEA0_GLAL2/19-432,341
A0A2N5XG79_9ACTN/17-430,342
A0A0Q6WRR7_9BURK/35-447,343
A0A665VNS2_ECHNA/143-555,344
A0A2H3IA51_9EURO/14-426,345
A0A1Y0RES1_9CYAN/16-428,346
A0A2W1EIU8_9PLEO/18-430,347
G8RRM0_MYCRN/62-474,348
V5G5D1_BYSSN/10-422,349
A0A1Q4YCJ6_9ACTN/60-472,350
A0A8K0R4V2_9PLEO/22-434,351
A0A9Q1AUL0_9SAUR/1-413,352
A0A1E7KMZ8_9ACTN/14-426,353
Q0CKZ7_ASPTN/32-444,354
M8EBY4_9BACL/15-427,355
A0A3Q4N1H4_NEOBR/114-526,314
B2WCB3_PYRTR/18-430,347
A0A087DDM6_9BIFI/7-419,356
A0A671LX74_9TELE/86-498,214
R7Z6F2_CONA1/15-427,357
A0A517L2A5_9PEZI/21-433,358
A0A8H6DW16_COCSA/18-429,333
A0A9W9R6L2_PENBR/10-421,359
A0A3P9D5T5_9CICH/97-508,314
A0A7Y0AI47_9BACT/621-1032,360
W2RX88_CYPE1/18-429,361
A0A086ZEM4_9BIFI/9-420,362
A0A8H3TNB8_9TREE/16-427,363
A0A1E7FDP7_9STRA/566-977,364
W6YB85_COCC2/18-429,333
A0AA38XCW9_9EURO/7-418,365
A0A8H6YA00_9AGAR/16-427,366
A0A834BSM1_ORYME/369-780,236
A0A668UFY5_OREAU/115-526,314
T1EFR9_HELRO/100-511,367
A0A8J6FN04_ELECQ/55-466,368
W9VWF4_9EURO/11-422,337
A0A927PMY7_9ACTN/22-433,369
A0A916RSN5_9BACT/591-1002,370
A0A9N8EQ61_9STRA/37-448,371
A0A8K0H692_9ROSA/20-431,372
A0A1R3J8G5_9ROSI/469-880,373
M2TCH8_COCSN/18-429,333
A0A9P5ME20_9AGAM/16-427,374
A0A409VWC0_9AGAR/12-422,375
A0A3P3VW08_9MICO/103-513,376
A0A673CUD9_9TELE/110-520,377
Q503N1_DANRE/109-519,328
A0A0N9XLN7_MYCFO/63-473,378
A0A1I0LPA3_9ACTN/10-420,379
A0A812NSM1_9DINO/75-485,380
A0AA36E784_LACSI/51-461,381
A0A0R3WKC6_HYDTA/42-452,382
A0A9R1VDT8_LACSA/25-435,381
A0A4V2G463_9BACT/570-980,383
A0A6A5UBK0_9PLEO/5-415,384
A0A938WXL8_9BIFI/9-419,385
A0AAD4MVW5_9BILA/59-469,386
A0A6P8JCJ4_ACTTE/128-538,387
A0A8S9YBQ4_9TREM/47-457,388
A0A0S2FGY7_LYSAN/34-444,389
A0A1Y2AYP6_9FUNG/63-472,390
R7QG25_CHOCR/523-932,391
A0A9P6G8A9_9PLEO/30-439,392
T1ELG4_HELRO/63-472,393
A0A139B0P9_GONPJ/17-426,394
A0A142LNS8_9PROT/18-427,395
A0A9D3T6F5_MEGAT/120-529,396
A0A1Y2AYC2_9FUNG/61-470,397
A0A1S9ZYQ7_9GAMM/7-416,398
A0A8C5GHZ7_GOUWI/7-416,266
I3KDM6_ORENI/114-523,314
A0A931AIV2_9ACTN/16-425,399
A0A915IRF4_ROMCU/45-454,400
A0A1L9SLA7_9EURO/12-421,401
A0A6L7GI10_9SPHN/23-432,402
A0A7K1TJI0_9BACT/628-1037,403
A0A8C5GI69_GOUWI/36-445,266
A0A0R3SH76_HYMDI/41-449,404
F1T6S2_9ACTN/158-566,405
A0A8B8DE68_CRAVI/97-505,406
A0A5N5SSQ7_9CRUS/1-409,407
A0A4Y7TXK8_COPMI/49-457,408
A0A9P1G7C6_9DINO/3704-4112,409
A0A811SCJ5_9POAL/480-888,410
A0A369SJ90_9METZ/107-515,411
A0A3A9ZTA3_9ACTN/41-449,412
A0A1D9P0P9_9FIRM/65-473,413
A0A9P2ZU02_9TREE/13-421,414
A0A179F4M0_METCM/8-416,415
A0A177DPS6_ALTAL/18-426,416
H3CSI5_TETNG/46-454,417
A0A9P5MJZ0_9AGAM/67-475,418
A0A2J6SFE5_9HELO/31-439,419
A0AA36HW14_9DINO/18-426,420
A0A6A5S1K4_9PLEO/15-423,421
J4UKL2_BEAB2/5-412,422
A0A9P6IXG5_MORAP/92-499,423
A0A0J6VSN2_MYCCU/10-417,424
A0A0D1ZRI7_EXOME/7-414,425
A0A168BR53_CORFA/10-417,426
A0A841D9U8_PLAVE/25-432,427
W7TNE8_9STRA/92-499,428
A0AAE0DLY3_9LECA/12-419,429
A0A9P6M238_MORAP/84-491,430
A0A1K1LQN3_SELRU/31-438,431
B3RU73_TRIAD/5-412,411
A0A397GP53_ASPTH/10-417,432
A0A3R9Q8J6_9BACT/600-1007,433
A0A9P6KL08_9PLEO/11-418,392
A0A8W8LCU8_MAGGI/97-504,434
A0A919BEY3_9GAMM/28-435,435
A0A8H7NM96_BIOOC/20-427,436
A0A830HJE6_9CHLO/9-416,437
A0A8W8LDT1_MAGGI/89-496,434
A0AAJ0FAD5_9PEZI/134-541,438
A0A9W9TQ86_PENCI/18-425,439
A0A7M1SZ28_9MICO/271-678,440
A0A9N8HKZ8_9STRA/595-1002,441
A0A8H3YG32_9TREE/16-423,442
A0A1G9E0J8_9CLOT/176-583,443
A0AAD7HHN4_9AGAR/14-421,444
A0A016WPT6_9BILA/74-481,445
A0A1E9VW34_9GAMM/6-413,446
A0AAJ0BIZ6_9PEZI/42-449,447
A0A0M0J8Z0_9EUKA/37-444,448
A0A6G1GCD5_9PEZI/6-412,449
A0A0A2VBJ4_BEABA/5-411,422
U2E658_9FIRM/278-684,450
A0A9Q1BKG9_HOLLE/17-423,451
A0A4S3J1U5_9EURO/20-426,452
A0A0S4JQ75_BODSA/96-502,453
A0A087EKY3_9BIFI/20-426,454
J3PFY3_GAET3/6-412,455
A0A9N9V7B2_9HYPO/22-428,456
A0A1N7FPR4_9GAMM/6-412,457
A0A151GP47_DRECN/4-410,458
A0A8K0NRT2_9TREE/15-421,459
A0A0J6WLW2_MYCCU/64-470,460
A0A6A7AEB0_9PLEO/17-423,461
A0A093ZMU3_9PEZI/24-430,462
A0A4S3JL17_9EURO/20-426,452
A0A8J2I5D0_9PLEO/19-425,463
W2S878_CYPE1/20-426,464
A0A553PLD9_TIGCA/21-427,465
A0A7I7YTS0_9MYCO/69-475,466
A0AAE0HUG7_9PEZI/7-413,467
A0A1T0CMX3_9GAMM/7-413,468
A0A4Y7T693_COPMI/39-445,469
A0A504YQQ1_FASGI/43-449,470
A0A5N5Q106_9PEZI/7-413,471
A0A918DNM8_9ACTN/10-416,472
A0A175WHL2_9PEZI/10-416,6
A0A8T9CA23_9HELO/4-410,473
G4MPC1_PYRO7/11-417,474
B8MHW4_TALSN/14-420,475
A0A974NY95_9SPHN/35-441,476
A0AAD6TKC2_9AGAR/14-420,477
A0A2T3A899_9PEZI/10-416,478
A0A6A6IS75_9PLEO/18-424,479
A0AAD2HZY8_9AGAR/595-1000,480
A0A8H6MH24_9AGAR/109-514,481
A0A8H7ECV8_9PLEO/21-426,416
A0A2I2F2Q4_ASPCN/14-419,482
A0A2W2F8N4_9ACTN/10-415,483
A0A0B5F3R1_STRA4/19-424,484
A0A8X6UX17_NEPPI/57-462,485
A0A455C5V5_PHYMC/114-519,110
A0AAD2I202_9AGAR/591-996,480
A0A7W8E4G7_9BACT/564-969,486
A0A341AKA4_NEOAA/113-518,110
A0A1C5D6B7_9ACTN/16-421,487
A0A812VN99_9DINO/36-441,488
A0A3Q1HRF6_ANATE/1-406,489
A0A2T2NZS4_CORCC/6-411,490
A0A562UN25_9SPHN/24-429,491
A0A423WJ21_9PEZI/46-451,492
A0A931DJ30_9ACTN/15-420,493
A0AAE0FJ73_9CHLO/25-430,494
K6H472_9GAMM/30-435,495
A0A9N9YD88_9HYPO/24-429,456
A0A8J6JMQ7_9FIRM/176-580,496
A0A553PU35_TIGCA/16-420,497
A0AAE0LQ57_9PEZI/5-409,498
A0A1G9YBI7_9FIRM/15-419,499
A0A8H2ZPL6_9HELO/2-406,500
E0S2T7_BUTPB/12-416,501
A0A0U4C5Q7_9BACT/648-1052,502
A0A9N9M160_9HELO/8-412,503
A0AAE0FEA7_9CHLO/64-468,504
A0AAQ4S0I7_GASAC/136-540,324
A0A8J7QBB0_9BACT/44-448,505
A0AAD4KME5_9EURO/12-416,506
A0A1W1X1Z3_9BACT/4-408,507
A0A9P6B1J6_9AGAM/6-410,508
A0A2G7G6U6_9EURO/17-421,509
A0AAD8YGJ4_9STRA/554-958,510
G2R666_THETT/9-413,511
C1GTJ7_PARBA/11-415,512
A0A6P3QEH6_PTEVA/111-515,110
A0A022Q4F4_ERYGU/479-883,513
A0A9P7YJZ1_9HELO/4-408,514
A0A0Q5QW43_9SPHN/51-455,515
A0A1A1YGU0_9MYCO/1-405,516
A0A8C5GHK6_GOUWI/2-406,266
D2RLJ6_ACIFV/42-446,517
A0A9P6PPX4_9FUNG/87-491,518
I0XB76_9SPIR/581-985,519
A0A0L0FLT6_9EUKA/11-415,520
A0A9X0DLA8_9HELO/34-438,521
A0A397TF63_9GLOM/74-477,522
A0A257JU21_9PROT/48-451,523
A7EIQ2_SCLS1/3-406,500
A0A3M7MM55_9EURO/628-1031,524
F2U4V1_SALR5/37-440,525
A0A0P9GKS8_RHOGW/14-417,526
A6GD79_9BACT/371-774,527
A0A0J0XJW8_9TREE/15-418,528
A0A9P3HIK7_9FUNG/86-489,529
A0AAJ0GTJ8_9PEZI/6-409,530
A0A8H5M0N3_9AGAR/41-444,531
